ged	gold	id	normalized_exact_match	prediction	question
0.05238095238095238	back-to-back wins @@SEP@@ @@1@@ of the Warrior @@SEP@@ @@1@@ of the Utah Jazz @@SEP@@ number of @@2@@ @@SEP@@ number of @@3@@ @@SEP@@ which is highest of @@4@@ , @@5@@	DROP_train_history_2582_ab89f351-b8f4-4c3a-98f8-637bf6ec0779	False	back-to-back wins @@SEP@@ @@1@@ of the Warriors @@SEP@@ @@1@@ of the Utah Jazz @@SEP@@ number of @@2@@ @@SEP@@ number of @@3@@ @@SEP@@ difference of @@4@@ and @@5@@	Which team had more back-to-back wins, the Warrior or the Utah Jazz?
0.29292929292929293	flights @@SEP@@ @@1@@ from dallas @@SEP@@ @@2@@ to baltimore @@SEP@@ @@3@@ on august third @@SEP@@ @@4@@ that are available	ATIS_train_1941	False	flights @@SEP@@ @@1@@ from dallas @@SEP@@ @@2@@ to baltimore @@SEP@@ @@3@@ between dallas and baltimore	show me the flights available from dallas to baltimore august third 
0.0	objects @@SEP@@ @@1@@ that are metallic @@SEP@@ @@1@@ besides @@2@@ @@SEP@@ number of @@3@@	CLEVR_train_17638	True	objects @@SEP@@ @@1@@ that are metallic @@SEP@@ @@1@@ besides @@2@@ @@SEP@@ number of @@3@@	how many objects are left if all the metallic ones are removed?
0.5456644365735275	the left photo @@SEP@@ cups in @@1@@ @@SEP@@ dessert @@SEP@@ @@2@@ full of @@3@@ @@SEP@@ number of @@4@@ @@SEP@@ if @@5@@ is equal to two	NLVR2_train_train-11645-0-0	False	left photo @@SEP@@ cups of dessert in @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ if @@3@@ is at least two	If the left photo contains two cups full of dessert.
0.0	households @@SEP@@ @@1@@ with females @@SEP@@ @@2@@ with husband @@SEP@@ @@2@@ besides @@3@@ @@SEP@@ @@1@@ with males @@SEP@@ @@5@@ with wife @@SEP@@ @@5@@ besides @@6@@ @@SEP@@ percent of @@4@@ @@SEP@@ percent of @@7@@ @@SEP@@ difference of @@8@@ and @@9@@	DROP_train_history_942_c1f36498-a5e3-491e-a47b-5fb9bddd4e51	True	households @@SEP@@ @@1@@ with females @@SEP@@ @@2@@ with husband @@SEP@@ @@2@@ besides @@3@@ @@SEP@@ @@1@@ with males @@SEP@@ @@5@@ with wife @@SEP@@ @@5@@ besides @@6@@ @@SEP@@ percent of @@4@@ @@SEP@@ percent of @@7@@ @@SEP@@ difference of @@8@@ and @@9@@	How many more households had females with no husband present compared to a male with no wife present, by percent?
0.020408163265306128	balls @@SEP@@ @@1@@ that Are gray @@SEP@@ number of @@2@@ @@SEP@@ if @@3@@ is higher than zero	CLEVR_train_3186	False	balls @@SEP@@ @@1@@ that are gray @@SEP@@ number of @@2@@ @@SEP@@ if @@3@@ is lower than zero	Are any of the balls gray?
0.0	the Chargers @@SEP@@ possessions of @@1@@ @@SEP@@ first of @@2@@ @@SEP@@ points scored on @@3@@ @@SEP@@ sum of @@4@@	DROP_train_nfl_2736_dcc41067-e26d-4796-a7b4-d5f5523ae548	True	the Chargers @@SEP@@ possessions of @@1@@ @@SEP@@ first of @@2@@ @@SEP@@ points scored on @@3@@ @@SEP@@ sum of @@4@@	How many points were scored on the Chargers first possession?
None	staircases @@SEP@@ rails of @@1@@ @@SEP@@ @@2@@ that are s shaped @@SEP@@ @@3@@ that are wooden and metal @@SEP@@ @@1@@ that has @@4@@ @@SEP@@ left image @@SEP@@ right image @@SEP@@ @@5@@ that are in @@6@@ @@SEP@@ @@5@@ that are in @@7@@ @@SEP@@ number of @@8@@ @@SEP@@ number of @@9@@ @@SEP@@ if @@10@@ is equal to @@11@@	NLVR2_train_train-8176-0-1	False	the left image @@SEP@@ the right image @@SEP@@ the same number of @@1@@ @@SEP@@ the same number of @@2@@ @@SEP@@ the same number of @@3@@ @@SEP@@ the same number of @@4@@ @@SEP@@ the same number of @@5@@ @@SEP@@ the same number of @@6@@ @@SEP@@ the same number of @@7@@ @@SEP@@ the same number of @@8@@ @@SEP@@ the same number of @@9@@ @@SEP@@ the same number of @@10@@ @@SEP@@ the same number of @@11@@ @@SEP@@ the same number of @@12@@ @@SEP@@ the same number of @@13@@ @@SEP@@ the same number of @@14@@ @@SEP@@ the same number of @@15@@ @@SEP@@ the same number of @@16@@ @@SEP@@ the same number of @@17@@ @@SEP@@ the same number of @@18@@ @@SEP@@ the same number of @@19@@ @@SEP@@ the same number of @@20@@ @@SEP@@ the same number of @@21@@ @@SEP@@ the same number of @@22@@ @@SEP@@ the same number of @@23@@ @@SEP@@ the same number of @@24@@ @@SEP@@ the same number of @@25@@ @@SEP@@ the same number of @@26@@ @@SEP@@ the same number of @@27@@ @@SEP@@ the same number of @@28@@ @@SEP@@ the same number of @@29@@ @@SEP@@ the same number of @@30@@ @@SEP@@ the same number of @@31@@ @@SEP@@ the same number of @@32@@ @@SEP@@ the same number of @@33@@ @@SEP@@ the same number of @@34@@ @@SEP@@ the same number of @@35@@ @@SEP@@ the same number of @@36@@ @@SEP@@ the same number of @@37@@ @@SEP@@ the same number of @@38@@ @@SEP@@ the same number of @@39@@ @@SEP@@ the same number of @@40@@ @@SEP@@ the same number of @@41@@ @@SEP@@ the same number of @@42@@ @@SEP@@ the same number of @@43@@ @@SEP@@ the same number of @@44@@ @@SEP@@ the same number of @@45@@ @@SEP@@ the same number of @@46@@ @@SEP@@ the same number of @@47@@ @@SEP@@ the same number of @@48@@ @@SEP@@ the same number of @@49@@ @@SEP@@ the same number of @@50@@ @@SEP@@ the same number of @@51@@ @@SEP@@ the same number of @@52@@ @@SEP@@ the same number of @@53@@ @@SEP@@ the same number of @@54@@ @@SEP@@ the same number of @@55@@ @@SEP@@ the same number of @@56@@ @@SEP@@ the same number of @@57@@ @@SEP@@ the same number of @@58@@ @@SEP@@ the same number of @@59@@ 62#)	If the left and right image contains the same number of staircase with wooden and metal s shaped rails.
0.06428571428571428	flights @@SEP@@ @@1@@ from indianapolis @@SEP@@ @@2@@ tomorrows san diego @@SEP@@ @@3@@ that is tomorrow	ATIS_train_1086	False	flights @@SEP@@ @@1@@ from indianapolis @@SEP@@ @@2@@ to san diego @@SEP@@ @@3@@ tomorrow	please show me all the flights from indianapolis to san diego tomorrow 
0.6959706959706959	right image @@SEP@@ flasks in @@1@@ @@SEP@@ liquid @@SEP@@ @@3@@ that is yellow @@SEP@@ @@2@@ that holds @@4@@ @@SEP@@ number of @@5@@ @@SEP@@ If @@6@@ is equal to one	NLVR2_train_train-7978-3-0	False	right image @@SEP@@ yellow liquid in @@1@@ @@SEP@@ if @@2@@ is in one of the images	If in the image to the right, one of the flasks holds a yellow liquid.
0.8327179487179487	silverware @@SEP@@ item of @@1@@ @@SEP@@ image of @@2@@ @@SEP@@ jar @@SEP@@ @@4@@ that is glass @@SEP@@ @@5@@ that is unlidded @@SEP@@ @@6@@ that is clear @@SEP@@ substance @@SEP@@ @@8@@ that is yellow @@SEP@@ @@9@@ that is pale @@SEP@@ @@10@@ that is creamy @@SEP@@ @@7@@ that is containing @@11@@ @@SEP@@ if @@12@@ is in @@3@@	NLVR2_train_train-218-2-0	False	silverware @@SEP@@ jar of creamy pale yellow @@SEP@@ @@1@@ containing a creamy pale yellow substance @@SEP@@ if @@2@@ is in one image	If an image includes an item of silverware and a clear unlidded glass jar containing a creamy pale yellow substance.
0.4	johnny maestro @@SEP@@ wives of @@1@@ @@SEP@@ the first of @@2@@	COMQA_train_cluster-2238-1	False	johnny maestro @@SEP@@ wives of @@1@@	who was johnny maestro's first wife?
0.7101010101010101	sphere @@SEP@@ @@1@@ that is large @@SEP@@ cylinder @@SEP@@ @@3@@ that is large @@SEP@@ shapes @@SEP@@ @@5@@ that is between @@2@@ and @@4@@	CLEVR_train_14374	False	shapes @@SEP@@ large cylinder @@SEP@@ @@1@@ between @@2@@ @@SEP@@ shape of @@3@@	What shape is between the large sphere and the large cylinder?
0.009615384615384609	product categories @@SEP@@ codes of @@1@@ @@SEP@@ @@1@@ where @@2@@ is Spices @@SEP@@ description of @@3@@	SPIDER_train_5580	False	product categories @@SEP@@ codes of @@1@@ @@SEP@@ @@1@@ where @@2@@ is 'Spices @@SEP@@ description of @@3@@	Find the product category description of the product category with code "Spices".
0.0	texas @@SEP@@ alaska @@SEP@@ size of @@1@@ @@SEP@@ size of @@2@@ @@SEP@@ which is the highest of @@3@@ , @@4@@	COMQA_train_cluster-2051-1	True	texas @@SEP@@ alaska @@SEP@@ size of @@1@@ @@SEP@@ size of @@2@@ @@SEP@@ which is the highest of @@3@@, @@4@@	what is the biggest state texas or alaska?
0.0	afternoon flights from boston @@SEP@@ @@1@@ to san francisco @@SEP@@ @@2@@ that leave in afternoon	ATIS_train_873	True	afternoon flights from boston @@SEP@@ @@1@@ to san francisco @@SEP@@ @@2@@ that leave in afternoon	afternoon flights from boston to san francisco please that leave in the afternoon 
0.0	object @@SEP@@ @@1@@ that is farthest to the right @@SEP@@ material of @@2@@	CLEVR_train_10070	True	object @@SEP@@ @@1@@ that are farthest to the right @@SEP@@ material of @@2@@	what is the material of the object farthest to the right?
0.5	elections @@SEP@@ number of @@1@@	SPIDER_train_1174	False	elections @@SEP@@ @@1@@ of elections @@SEP@@ @@2@@	How many elections are there?
0.52	touchdown passes @@SEP@@ yards of @@1@@ @@SEP@@ shortest of @@2@@ @@SEP@@ @@2@@ besides @@3@@ @@SEP@@ shortest of @@4@@	DROP_train_nfl_396_a56197fe-e871-4b3f-a279-8e49ca4ece63	False	touchdown passes @@SEP@@ yards of @@1@@ @@SEP@@ the second shortest of @@2@@	How many yards was the second shortest touchdown pass?
0.38666666666666666	diver @@SEP@@ a seal @@SEP@@ @@1@@ looking at @@2@@ @@SEP@@ if @@3@@ is underwater	NLVR2_train_train-8050-1-0	False	diver @@SEP@@ seal @@SEP@@ @@1@@ that is looking at @@2@@ @@SEP@@ the number of @@3@@ @@SEP@@ if @@4@@ is looking at @@3@@	If there is a diver looking at a seal underwater
0.0	balloon @@SEP@@ @@1@@ that is round @@SEP@@ @@2@@ that is red @@SEP@@ @@2@@ that is green @@SEP@@ @@3@@ that is side by side with @@4@@ @@SEP@@ images of @@5@@ @@SEP@@ number of @@5@@ for each @@6@@ @@SEP@@ @@6@@ where @@7@@ is equal to one @@SEP@@ number of @@8@@ @@SEP@@ images @@SEP@@ number of @@10@@ @@SEP@@ if @@9@@ is equal to @@11@@	NLVR2_train_train-3819-1-0	True	balloon @@SEP@@ @@1@@ that is round @@SEP@@ @@2@@ that is red @@SEP@@ @@2@@ that is green @@SEP@@ @@3@@ that is side by side with @@4@@ @@SEP@@ images of @@5@@ @@SEP@@ number of @@5@@ for each @@6@@ @@SEP@@ @@6@@ where @@7@@ is equal to one @@SEP@@ number of @@8@@ @@SEP@@ images @@SEP@@ number of @@10@@ @@SEP@@ if @@9@@ is equal to @@11@@	If each image shows one round red balloon and one round green balloon side by side
0.0	The Fear and Loathing Letters @@SEP@@ volumes of @@1@@ @@SEP@@ covered time spans of @@2@@ @@SEP@@ how short are @@3@@ @@SEP@@ @@2@@ where @@4@@ is the lowest	DROP_train_history_709_930d511c-9550-440a-b6b6-4776ba1cb21c	True	The Fear and Loathing Letters @@SEP@@ volumes of @@1@@ @@SEP@@ covered time spans of @@2@@ @@SEP@@ how short are @@3@@ @@SEP@@ @@2@@ where @@4@@ is the lowest	Which volume of The Fear and Loathing Letters covered the shortet time span?
0.45804988662131524	ranks @@SEP@@ @@1@@ that are captain @@SEP@@ different @@2@@ @@SEP@@ number of @@3@@	SPIDER_train_6220	False	ranks @@SEP@@ ranks of @@1@@ @@SEP@@ number of @@2@@	How many different captain ranks are there?
0.0	networking protocol @@SEP@@ novell @@SEP@@ @@1@@ that was first used by @@2@@ @@SEP@@ the internet @@SEP@@ @@3@@ that is not supported by @@4@@	COMQA_train_cluster-624-3	True	networking protocol @@SEP@@ novell @@SEP@@ @@1@@ that was first used by @@2@@ @@SEP@@ the internet @@SEP@@ @@3@@ that is not supported by @@4@@	what networking protocol was first used by novell and is not supported by the internet?
0.1978021978021978	field goals @@SEP@@ yards of @@1@@ @@SEP@@ the two longest of @@2@@ @@SEP@@ the difference of @@3@@	DROP_train_nfl_1246_df551e80-7702-4651-907b-26ae028e1376	False	field goals @@SEP@@ yards of @@1@@ @@SEP@@ the difference of @@2@@ and @@3@@	How many yards difference is there between the two longest field goals?
0.4234567901234568	compression socks @@SEP@@ knee pads @@SEP@@ @@1@@ with @@2@@ @@SEP@@ the number of @@3@@ @@SEP@@ if @@4@@ is equal to eight	NLVR2_train_train-9287-3-0	False	the image on the right side @@SEP@@ socks with knee pads in @@1@@ @@SEP@@ eight socks with knee pads in @@2@@ @@SEP@@ number of @@3@@ @@SEP@@ If @@4@@ is equal to eight	If eight compression socks with knee pads are visible.
0.0	Carson Palmer @@SEP@@ touchdown passes of @@1@@ @@SEP@@ different receivers of @@2@@ @@SEP@@ number of @@3@@	DROP_train_nfl_96_aec6f27a-b609-4cf3-9488-0be8a639e5c4	True	Carson Palmer @@SEP@@ touchdown passes of @@1@@ @@SEP@@ different receivers of @@2@@ @@SEP@@ number of @@3@@	How many different receivers did Carson Palmer pass to for a touchdown?
0.0	gymnasts @@SEP@@ names of @@1@@	SPIDER_train_1747	True	gymnasts @@SEP@@ names of @@1@@	Return the names of the gymnasts.
0.018181818181818188	Prater @@SEP@@ successful field goals of @@1@@ @@SEP@@ number of @@2@@	DROP_train_nfl_2187_2f6a0977-1a59-4550-a72a-703e4f866ed5	False	Prater @@SEP@@ field goals of @@1@@ @@SEP@@ number of @@2@@	How many successful field goals did Prater kick?
0.583934583934584	canoes @@SEP@@ platform @@SEP@@ @@1@@ stacked on @@2@@ @@SEP@@ number of @@3@@ @@SEP@@ if @@4@@ is equal to 3	NLVR2_train_train-253-3-1	False	the image on the right @@SEP@@ the number of @@1@@ @@SEP@@ if @@2@@ is equal to three	If 3 canoes are stacked on a platform
0.0	flights @@SEP@@ @@1@@ on us air @@SEP@@ @@2@@ from orlando @@SEP@@ @@3@@ to cleveland @@SEP@@ @@4@@ leaving in the afternoon	ATIS_train_2765	True	flights @@SEP@@ @@1@@ on us air @@SEP@@ @@2@@ from orlando @@SEP@@ @@3@@ to cleveland @@SEP@@ @@4@@ leaving in the afternoon	okay what flights are there us air from orlando to cleveland leaving in the afternoon 
0.5833333333333334	objects @@SEP@@ @@1@@ that are blue @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ thrid of @@3@@ @@SEP@@ is @@4@@ higher than @@5@@	CLEVR_train_3739	False	objects @@SEP@@ @@1@@ that are blue @@SEP@@ number of @@2@@	Are more than a thrid of the objects blue?
0.16777777777777778	cylinders @@SEP@@ materials of @@1@@ @@SEP@@ cylinders @@SEP@@ materials of @@3@@ @@SEP@@ if any @@4@@ and @@2@@ are made of the same material	CLEVR_train_8494	False	cylinder @@SEP@@ cube @@SEP@@ materials of @@1@@ @@SEP@@ materials of @@2@@ @@SEP@@ if there is a @@3@@ that is the same as a @@4@@	Is there a cylinder and cube that are made of the same material?
0.0	flights @@SEP@@ @@1@@ on delta @@SEP@@ @@2@@ from san francisco @@SEP@@ @@3@@ to atlanta @@SEP@@ when are @@4@@ @@SEP@@ @@4@@ where @@5@@ is the lowest @@SEP@@ if @@6@@ has a meal	ATIS_train_4232	True	flights @@SEP@@ @@1@@ on delta @@SEP@@ @@2@@ from san francisco @@SEP@@ @@3@@ to atlanta @@SEP@@ when are @@4@@ @@SEP@@ @@4@@ where @@5@@ is the lowest @@SEP@@ if @@6@@ has a meal	on the earliest flight from san francisco to atlanta on delta is a meal being served 
0.0	spheres @@SEP@@ number of @@1@@	CLEVR_train_4096	True	spheres @@SEP@@ number of @@1@@	How many spheres are present?
0.748868778280543	cylinders @@SEP@@ @@1@@ that are gray @@SEP@@ @@1@@ that are green @@SEP@@ @@1@@ besides @@2@@ @@SEP@@ @@1@@ besides @@3@@ @@SEP@@ @@1@@ in both @@4@@ and @@5@@ @@SEP@@ number of @@6@@	CLEVR_train_10383	False	cylinders @@SEP@@ @@1@@ that are not gray or green @@SEP@@ number of @@2@@	how many cylinders are not gray or green?
0.0	shape @@SEP@@ @@1@@ that is furthest back	CLEVR_train_7594	True	shapes @@SEP@@ @@1@@ that are furthest back	What shape is the furthest back?
None	the image on the right @@SEP@@ hyena in @@1@@ @@SEP@@ the ground in @@1@@ @@SEP@@ @@2@@ that is a baby @@SEP@@ @@2@@ lying on @@3@@ @@SEP@@ @@5@@ with @@4@@ near it @@SEP@@ number of @@6@@ @@SEP@@ if @@7@@ is equal to one	NLVR2_train_train-10896-1-0	False	hyena @@SEP@@ @@1@@ that is lying on the ground @@SEP@@ @@2@@ that is near @@1@@ @@SEP@@ @@3@@ that is with @@1@@ @@SEP@@ @@4@@ that is with @@1@@ @@SEP@@ @@5@@ that is with @@1@@ @@SEP@@ @@6@@ that is with @@1@@ @@SEP@@ @@7@@ that is with @@1@@ @@SEP@@ @@8@@ that is with @@1@@ @@SEP@@ @@9@@ that is with @@1@@ @@SEP@@ @@10@@ that is with @@1@@ @@SEP@@ @@11@@ that is with @@1@@ @@SEP@@ @@12@@ that is with @@1@@ @@SEP@@ @@13@@ that is with @@1@@ @@SEP@@ @@14@@ that is with @@1@@ @@SEP@@ @@15@@ that is with @@1@@ @@SEP@@ @@16@@ that is with @@1@@ @@SEP@@ @@17@@ that is with @@1@@ @@SEP@@ @@18@@ that is with @@1@@ @@SEP@@ @@19@@ that is with @@1@@ @@SEP@@ @@20@@ that is with @@1@@ @@SEP@@ @@21@@ that is with @@1@@ @@SEP@@ @@22@@ that is with @@1@@ @@SEP@@ @@23@@ that is with @@1@@ @@SEP@@ @@24@@ that is with @@1@@ @@SEP@@ @@25@@ that is with @@1@@ @@SEP@@ @@26@@ that is with @@1@@ @@SEP@@ @@27@@ that is with @@1@@ @@SEP@@ @@28@@ that is with @@1@@ @@SEP@@ @@29@@ that is with @@1@@ @@SEP@@ @@30@@ that is with @@1@@ @@SEP@@ @@31@@ that is with @@1@@ @@SEP@@ @@32@@ that is with @@1@@ @@SEP@@ @@33@@ that is with @@1@@ @@SEP@@ @@34@@ that is with @@1@@ @@SEP@@ @@35@@ that is with @@1@@ @@SEP@@ @@36@@ that is with @@1@@ @@SEP@@ @@37@@ that is with @@1@@ @@SEP@@ @@38@@ that is with @@1@@ @@SEP@@ @@39@@ that is with @@1@@ @@SEP@@ @@40@@ that is with @@1@@ @@SEP@@ @@41@@ that is with @@1@@ @@SEP@@ @@42@@ that is with @@1@@ @@SEP@@ @@43@@ that is with @@1@@ @@SEP@@ @@44@@ that is with @@1@@ @@SEP@@ @@45@@ that is with @@1@@ @@SEP@@ @@46@@ that is	If one hyena is lying on the ground with a baby near it in the image on the right.
0.0	anthony hopkins @@SEP@@ movies of @@1@@	COMQA_train_cluster-3580-1	True	anthony hopkins @@SEP@@ movies of @@1@@	what movies has anthony hopkins appeared in?
0.46944444444444444	stevie wonder @@SEP@@ songs of @@1@@ @@SEP@@ @@2@@ that @@1@@ wrote @@SEP@@ the first of @@3@@	COMQA_train_cluster-3955-1	False	stevie wonder @@SEP@@ songs of @@1@@ @@SEP@@ the first of @@2@@	what was stevie wonder's first song that he wrote?
0.0	shiny objects @@SEP@@ big things @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ higher than @@4@@	CLEVR_train_2393	True	shiny objects @@SEP@@ big things @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ higher than @@4@@	Are there more shiny objects than there are big things?
0.7562358276643991	the red cylinder @@SEP@@ things @@SEP@@ @@2@@ that are to the left of @@1@@ @@SEP@@ @@3@@ that can roll @@SEP@@ @@4@@ that are shiny @@SEP@@ @@4@@ besides @@5@@ @@SEP@@ the color of @@6@@	CLEVR_train_6739	False	red cylinder @@SEP@@ @@1@@ that is not shiny and can roll @@SEP@@ color of @@2@@	What color is the thing that is to the left of the red cylinder that is not shiny and can roll?
0.3609467455621302	customers @@SEP@@ addresses of @@1@@ @@SEP@@ @@1@@ where @@2@@ has TN @@SEP@@ names of @@3@@ @@SEP@@ ids of @@3@@ @@SEP@@ @@4@@ , @@5@@	SPIDER_train_4758	False	customers @@SEP@@ @@1@@ with TN in their address @@SEP@@ names of @@2@@ @@SEP@@ ids of @@2@@ @@SEP@@ @@3@@, @@4@@	Return the names and ids of customers who have TN in their address.
0.7487373737373737	lemonade @@SEP@@ @@1@@ that is pink @@SEP@@ dishes @@SEP@@ @@3@@ that are glass @@SEP@@ @@2@@ in @@4@@ @@SEP@@ if @@5@@ is in both images	NLVR2_train_train-11548-1-1	False	the images @@SEP@@ pink lemonade in @@1@@ @@SEP@@ the glasses of lemonade in @@1@@ @@SEP@@ if @@2@@ are in one of the images	If both images have pink lemonade in glass dishes.
0.0	the Bills @@SEP@@ points trailing by of @@1@@ @@SEP@@ @@2@@ at halftime	DROP_train_nfl_57_e9abc20e-d56d-48d3-b5c0-70cad5e65b11	True	the Bills @@SEP@@ points trailing by of @@1@@ @@SEP@@ @@2@@ at halftime	How many points were the Bills trailing by at halftime?
0.05185185185185185	spheres @@SEP@@ cubes @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ which is highest of @@3@@ , @@4@@	CLEVR_train_15593	False	spheres @@SEP@@ cubes @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ if @@3@@ is higher than @@4@@	are there more spheres or cubes in the image
0.0	the left image @@SEP@@ cups in @@1@@ @@SEP@@ @@2@@ that are solid white @@SEP@@ number of @@3@@ @@SEP@@ if @@4@@ is at least one @@SEP@@ the right image @@SEP@@ cups in @@6@@ @@SEP@@ @@7@@ that are solid white @@SEP@@ @@7@@ besides @@8@@ @@SEP@@ number of @@9@@ @@SEP@@ if @@10@@ is at least one @@SEP@@ if both @@5@@ and @@11@@ are true	NLVR2_train_train-3792-1-0	True	the left image @@SEP@@ cups in @@1@@ @@SEP@@ @@2@@ that are solid white @@SEP@@ number of @@3@@ @@SEP@@ if @@4@@ is at least one @@SEP@@ the right image @@SEP@@ cups in @@6@@ @@SEP@@ @@7@@ that are solid white @@SEP@@ @@7@@ besides @@8@@ @@SEP@@ number of @@9@@ @@SEP@@ if @@10@@ is at least one @@SEP@@ if both @@5@@ and @@11@@ are true	If any cups in the left image are solid white and any cups in the right image are not solid white.
0.0	blue object @@SEP@@ @@1@@ that is large @@SEP@@ @@2@@ on the far left @@SEP@@ shape of @@3@@	CLEVR_train_15011	True	blue object @@SEP@@ @@1@@ that is large @@SEP@@ @@2@@ on the far left @@SEP@@ shape of @@3@@	What is the shape of the large blue object on the far left?
0.0	chris brown @@SEP@@ siblings of @@1@@	COMQA_train_cluster-661-4	True	chris brown @@SEP@@ siblings of @@1@@	siblings of chris brown?
